venue,venue_id,reviews,user_id,user_name,ratings
Moxies,qjIBf1lNxAA5VechMikXrg,"Came here for Londonlicious with a dear friend of mine!
I ordered the ceviche, smoked salmon trio, and the cheese and fruit board. We were dearly craving...",0Zswwlz4NzUJoG-skyWzIw,Tania L.,4.0
Moxies,qjIBf1lNxAA5VechMikXrg,"I've been on a hunt for the best cured meat and cheese boards in London for the past year and the artisan board at wine bar was rockstar! 
I can barely name...",cNXCsx91BkWbjMX4sdGsBw,Mike T.,5.0
Moxies,qjIBf1lNxAA5VechMikXrg,"This Wine Bar is what London has been missing.  The owner is amazing, caring, observant, just all around the best experience I've had in a long time.

---...",fFFqzd8qjnXjyZnsR9ffzQ,Mo H.,4.0
Moxies,aJduIcgXHKRiAd2PDmM__Q,"I always liked Basil Box since its opened at the DT core. This location is quite handy with many different restaurants around, but Basil Box definitely...",PGBTEyJKUDzE27rfKyw6QA,Tiffany C.,5.0
Moxies,aJduIcgXHKRiAd2PDmM__Q,"Undecided on what to eat for lunch, so I wandered around Food Central. Basil Box got my attention because they Cater to Vegetarian/Vegan and Gluten Free. 
I...",81vv7NbOtG8YHXPbGZFjUg,Kath S.,4.0
Moxies,aJduIcgXHKRiAd2PDmM__Q,"Ordered 3 items to try.  First, shrimp with spicy sauce on brown rice. Not enough shrimp. Super spicy. Not edible.  2. Beef with Penang curry- good taste,...",697iJkhX1mkVF9RNhn114Q,Val Y.,2.0
Moxies,ZolJWD_heapecujk39kTKg,"I've been to this newly opened location several times now and it does not disappoint. If you are craving a crisp salad, this place hits the spot. I've also...",rY_NNP8KiSNQt1OXtznm4g,Ashley G.,4.0
Moxies,ZolJWD_heapecujk39kTKg,"Pitas here are always good. I find the pricing a bit confusing, with two prices for each item on the menu board (and it's definitely not a single item vs a...",J1i_cD0X-nmV_8UBgvJ8Bg,George W.,3.0
Abyssinia Restaurant,Tfr42J69cjcwy8RJ_Pr8EQ,We had an amazing dinner at this quaint restaurant. The four of us decided on the Mahibarawi meat and vegetarian platter. It was full of flavour and a...,FvYBDbVw1veZzrbbC1BWMg,Patti C.,5.0
Abyssinia Restaurant,Tfr42J69cjcwy8RJ_Pr8EQ,"The food here is the best!! The service is okay. The gurage can take a very long time to prepare so I called ahead to order it, & guess what? It wasn't...",D1jnzP6BCl8wuDSY5glzfA,Oriana F.,5.0
Abyssinia Restaurant,Tfr42J69cjcwy8RJ_Pr8EQ,Delicious food and great service! The ambiance was perfect for a part of 3 with a kid.,QdTnshJCEhRU52W_Bg_XrA,Lilly H.,5.0
The Coup,9tgJbLfCQcZ35-TSabZOfA,I absolutely love this restaurant but I think it is out of business now I went to it a while ago but I heard it's out of business in Calgary. If there's one...,jIG7oXKPpBOMIw5ElzQ96Q,Shaina-Sannie M.,5.0
The Coup,9tgJbLfCQcZ35-TSabZOfA,"Phenomenal!!! The vibe was awesome, the food was phenomenal.

Caesar salad amazing!!! Potatoes delicious! Pad Thai I didn't try but my friend said it was...",HXuSa7FE7iFxkpQPktfswg,Jill N.,5.0
The Coup,9tgJbLfCQcZ35-TSabZOfA,"Really cute place in a safe and touristy shopping area. Free on street parking after 6 pm on Saturdays. We ordered the mushroom bacon sushi (excellent), the...",FKZQ_-bXULEEvLWEoUcM2Q,Vanessa S.,5.0
Vero Bistro Moderne,A8H1dW49CEXj6vWKc2G-3g,"We were delightfully surprised when Chef Jenny herself brought the main platter of food (Surf and Turf for Two), which included Grilled Black Angus Beef...",zGkV6oQX_ZydoqP1W0a6AA,Victor P.,5.0
Vero Bistro Moderne,A8H1dW49CEXj6vWKc2G-3g,"Outstanding romantic dinner at the Bistro. The steak frites was cooked perfectly, sliced and drizzled with chimichuri butter. The seafood pasta dish was...",yYv_6CVTtJLLtaHKn54qDg,Greg S.,5.0
Vero Bistro Moderne,A8H1dW49CEXj6vWKc2G-3g,"Excellent service. Exceptional food, and great ambiance. Miss their brunch!! They had one the best places for brunch. Yes they have Queens but it's not the...",7fqhb7_N5N2r4oTweB9yJg,Shain A.,5.0
Last Best Brewing & Distilling,U5VZVayBGdrBDsaJFVY8Qg,"We went in the middle of the day so it was a little slow but even then there was a great atmosphere. Great selection of beer at great prices, the food was...",FtVNtuREa5g1J5BZZ2vuTg,David C.,5.0
Last Best Brewing & Distilling,U5VZVayBGdrBDsaJFVY8Qg,Wasn't too impressed with this brewery. Our first impression wasn't good. There's a sign that says to wait to be seated. We waited for about 5 minutes and...,YMQAkTNIxLjD68T5NRBp3w,Liz N.,2.0
Last Best Brewing & Distilling,U5VZVayBGdrBDsaJFVY8Qg,"Came here for a work get together after they catered the event I was coming from. Some of the best beer I've had in Canada, so good that after my first pint...",g-jXIsX2Inx3CzmqMHnRRA,Thomas M.,4.0
UNA Pizza + Wine- 17th,GGxnlrfvWy7LFvjN5z_z3w,"Food was great, had the carpaccio highly recommend it the white sangria was great too.
Very good service, not a lot of customers when I went on a Tuesday night.",KwEmEPsN51eh3ZNGYVy6hQ,Maria G.,5.0
UNA Pizza + Wine- 17th,GGxnlrfvWy7LFvjN5z_z3w,"Service: impeccable.
Food: top notch.
Location: trendy.

We took a stroll down 17th and decided to stop in after hearing rave reviews. Well, they lived up...",bJNDuZrjRwLzpI9vkn0rzg,Mariel T.,5.0
UNA Pizza + Wine- 17th,GGxnlrfvWy7LFvjN5z_z3w,"On a rainy Tuesday, this place was still packed around 8:00pm. There is dining indoors and outdoors. Luckily we were able to snag a spot at the bar by the...",jDbViK9BjKLYbEOzrqddMg,Allison H.,5.0
Namsan Korean Cuisine,ZWApHaJBGhFY9KZtr1ighg,"If you are looking for the best Korean food in all of Calgary then here it is! 
If you are also looking for the best customer service then it is also here!...",RcsJNYO-Ud7knoFi95uyMA,Tam M.,5.0
Namsan Korean Cuisine,ZWApHaJBGhFY9KZtr1ighg,"Great service, delicious food , and a comfy atmosphere. Highly recommend visiting if you have a craving for spicy soup or Korean style meats. I am familiar...",4yqHPto_JinxkEsifqn3jg,Kevin D.,5.0
Namsan Korean Cuisine,ZWApHaJBGhFY9KZtr1ighg,"We arrived in Calgary pretty late and was looking for food. This restaurant open till late and we drop by to try our luck.

It is fully packed. Local usual...",yjSKvXE_EkE7gtrsk66HOA,Frances L.,4.0
Gyu-Kaku Japanese BBQ,n8apkesub_mi7v8_dytc5Q,"$100 for myself and my cutie.
WOW , I think I had some of the best meat ever here... I cant remember what it was called but basically ordered this premium...",ltsAZAwKFOiibmFqGir-wQ,Marton B.,5.0
Gyu-Kaku Japanese BBQ,n8apkesub_mi7v8_dytc5Q,"I checked out Gyu Kaku in Calgary awhile back after trying Gyu-Kaku in Vancouver. The atmosphere was nice, but the service and food was less than expected...",6EHUYIyEb-biAOAGRBqEpg,Andy L.,3.0
Gyu-Kaku Japanese BBQ,n8apkesub_mi7v8_dytc5Q,"First time going to this restaurant. The menu looked quite interesting, so I went with my son out of curiosity. We ordered four meat items (all beef) with a...",h34Jrbb_KTecYabQBTnS5Q,Claudett C.,3.0
Gyu-Kaku Japanese BBQ,sGqCaAqgYbUWK8C4sjFBTw,"Great restaurant with a great environment. 
Went for a date night and this place surprised me well. The menu wise pretty easy to understand and food is...",ME4yaEnY9-AyPr6jNb3S1Q,Gabriel Y.,4.0
Gyu-Kaku Japanese BBQ,sGqCaAqgYbUWK8C4sjFBTw,"All three Gyu-Kaku locations are pretty good! This one had pretty good service and food, as usual. -1 for the salad (not enough dressing at this location),...",RY02l4Ik8SUNP0hqqtx7hQ,Lydia X.,4.0
Gyu-Kaku Japanese BBQ,sGqCaAqgYbUWK8C4sjFBTw,A group of us came here for dinner. You need to make reservations online. Our group was given a 2 hour dining period which wasn't enforced on a week night....,pJI0pSZdTVSWbVWJtVIlWg,Melanie E.,5.0
Gyu-Kaku Japanese BBQ,n2NRR4N-kmeDvhHJivHGkA,"5 star flavors, 4 star seating, 5 star service!

Ok, so we are visiting Toronto, and I read the reviews others have left about this place (thanks,...",4r33dXcE1oYZxjONrhxTiA,Alex D.,5.0
Gyu-Kaku Japanese BBQ,n2NRR4N-kmeDvhHJivHGkA,"A pretty good japanese style bbq located in core downtown.

We got the varuous cuts all of which were fresh and tender. Servers were very attentive and had...",DFkIRbjm-9LHK3ockwjzrg,Jayson Z.,4.0
Gyu-Kaku Japanese BBQ,n2NRR4N-kmeDvhHJivHGkA,"Enjoyed our time here. Food was delicious, and while it was a pricier meal, the quieter atmosphere and attentive staff were worth it!",_crZwzd1PN8o1abbb43UAg,Carling P.,5.0
Gyu-Kaku Japanese BBQ,gQstuI8EJfdrwAulCK_C_A,Came here with my friends to celebrate my birthday and I really enjoyed it! We got the 6 person course menu which made it so much easier since we didn't...,U1vl4SQzO3wTAWlYVnSjnw,Justine S.,5.0
Gyu-Kaku Japanese BBQ,gQstuI8EJfdrwAulCK_C_A,"Still probably the BEST Japanese restaurant in Montreal for me!  

I recommend you'd try their egg soup before anything else.  The ABSOLUTE BEST Beef...",XG24k9rGN3ux9jz1vBKj8A,Jeniffer E.,5.0
Gyu-Kaku Japanese BBQ,gQstuI8EJfdrwAulCK_C_A,"This restaurant is only a block from my AirBnB, so I decided to have lunch here.  They have lunch combos (15.95 for 2 meats, 19.95 for 3 meats).  I decided...",F6MPrQ5oxQL2Wq1v5ENDzA,Robert S.,4.0
Gyu-Kaku Japanese BBQ,sGqCaAqgYbUWK8C4sjFBTw,"My girlfriend and I visited Lupo for her birthday while we were in Vancouver! When we arrived, we were met with a welcoming atmosphere and a cozy dining...",fAXnNFswWilfPjhMOnhiBA,Roman D.,5.0
Gyu-Kaku Japanese BBQ,sGqCaAqgYbUWK8C4sjFBTw,My partner and I were craving some good Italian food so decided to checkout Lupo. I'm glad we had a reservation because it was pretty crowded on the Friday...,Xzf8enjcyiSTmGlDif7brA,Anushka B.,3.0
Gyu-Kaku Japanese BBQ,sGqCaAqgYbUWK8C4sjFBTw,"This place is a huge no. Great service, but we felt like most of the dishes were cobbled together out of kitchen scraps. First, the Caesar salad - touted as...",k3JipOpMEKpNytiR1rUS7g,Nikki F.,2.0
Gyu-Kaku Japanese BBQ,iQ2cmnCtbfnA9W-8T6oEhw,We had a great takeout dinner. The Garbanzo Gladiator Burger was one of the best veggie burgers I've ever had. The Chicken Parmesan was also fantastic. The...,0Zsv_z_gq0hQA6MEIB1fVQ,Kristine S.,5.0
Gyu-Kaku Japanese BBQ,iQ2cmnCtbfnA9W-8T6oEhw,"Came here around mid-afternoon before their dinner time menu and live music so we were able to get a table immediately. I was with the hubby, MIL and our...",PST7bVubZ-odGKKCARwOCQ,Angelica A.,5.0
Gyu-Kaku Japanese BBQ,iQ2cmnCtbfnA9W-8T6oEhw,"Such an amazing place to have fun with friends and family! They can accommodate large groups, offer amazing drinks, and their pizza is a must try! Their...",XkfEUzrgjnHIcDAWQf2Mjg,Sarah D.,5.0
Gyu-Kaku Japanese BBQ,sGqCaAqgYbUWK8C4sjFBTw,Yaletown is one of my favorite parts of Vancouver. Trendy and hip eateries line the streets. We came to The Flying Pig for happy hour and were able to grab...,9bZLIEwZsUP262-3bOEsnA,Courtney O.,5.0
Gyu-Kaku Japanese BBQ,sGqCaAqgYbUWK8C4sjFBTw,"The sides here are all incredible. I tried the truffle Mac and cheese, the caramelised onions and mushrooms and the steak and thought it was all really...",8TrYR3AX-H3SyJUepJSqYw,Neha A.,4.0
Gyu-Kaku Japanese BBQ,sGqCaAqgYbUWK8C4sjFBTw,"This is a casual, local Yaletown restaurant I've been to several times. I've been there as a solo patron and I find the service just as attentive as when...",aocvOOrtuIRMjkXHM0xatg,Danita A.,4.0
Porch,vfXBsj3GozkcRLe8SCVN0Q,"Incredible ambiance from the moment you step foot in the door. Fresh, bright, open inside with multiple seating arrangements that give totally different...",qrUTagBMdMSmrulwCj2rhg,Alec P.,5.0
Porch,vfXBsj3GozkcRLe8SCVN0Q,"My wife and I went here for a late afternoon bite, we  did not wait long until we were helped and seated, menus and water were provided by our server very...",3nQDsKUmnCaxBN7AJe_6oQ,Ian F.,4.0
Porch,vfXBsj3GozkcRLe8SCVN0Q,"Came here for a late dinner since it was one of the few places that were still open when we landed. We had a reservation, but waited about 5 min before we...",YMQAkTNIxLjD68T5NRBp3w,Liz N.,4.0
Saigon Lotus,7qHU_Zh5qEJP3DaaBHqWBg,"if you have ANY food sensitivities or allergies this is the best place to go. the food tasted amazing and is very filling, and the pricing is fair as well....",M-hZcy6S-AJyYNodNAhcUA,Maria J.,5.0
Saigon Lotus,7qHU_Zh5qEJP3DaaBHqWBg,"This is for their NEW Bloor Yonge location
SO HAPPY to have a vegan restaurant in the neighbourhood. Great options, fast service, friendly...",PFstX8hvWr7osnAnSdhvdg,Akshay G.,5.0
Saigon Lotus,7qHU_Zh5qEJP3DaaBHqWBg,"Saigon Lotus stands out as a gem, offering an expansive vegan menu in a uniquely relaxing atmosphere. My excitement started with the discovery of a vegan...",xtLnS6XswGb3pvCKq1SbOA,Deana Marie L.,4.0
Saigon Lotus,7qHU_Zh5qEJP3DaaBHqWBg,"If a cat has nine lives, would you spare one for one of the city's best tacos?

Seven Lives is where the locals head to devour flavourful seafood tacos. I...",aKISBNC7TdbERxezc35eVA,Mike H.,5.0
Saigon Lotus,7qHU_Zh5qEJP3DaaBHqWBg,"The seafood tacos here are so good?!!!? Like I've never been to Mexico before but I don't think I've had better tacos.

Got shrimp, and two types of fish...",t2z_m_Bce5hYJWifYLnBzg,Lina H.,5.0
Saigon Lotus,7qHU_Zh5qEJP3DaaBHqWBg,"Seven lives is very nostalgic to me. I've been going since its conception in 2012 when I was a very broke student. Back then, these tacos felt like a...",ij1ze4zYdlLgJlphEUzXmg,Kathy V.,5.0
El Trompo Taco Bar,Bf2fuqWbHd3L-X69FSMvmg,"After a few trips, I wanted to give my current review because I like to see if the experience was consistent. Lovely food, loving staff, and uplifting...",k0Rj-aI-VqnjUPlxccyLGg,Denis N.,5.0
El Trompo Taco Bar,Bf2fuqWbHd3L-X69FSMvmg,"The Team is Latino and the food reflects that. Do not expect full-on Mexican as there are a few other influences. 

Chorizo and breakfast just as I used to...",lC6Br6zsyPz1mByykDzG9g,Ramiro C.,4.0
El Trompo Taco Bar,Bf2fuqWbHd3L-X69FSMvmg,"Lots of patio space, but the tables are small and rather sticky. The servers seem to speak minimal English, so we knew it would be authentic. The menu is...",cm57Y8-LJJ_gkETTaBZCnw,Eileen L.,3.0
El Trompo Taco Bar,Bf2fuqWbHd3L-X69FSMvmg,"Along with a bunch of my friends, I visited this charming cafe-like restaurant on Christmas Eve, arriving around 9:15 pm just before the kitchen was set to...",1CDJUna6ryGHYk_eTHOfQA,Jinal B.,5.0
El Trompo Taco Bar,Bf2fuqWbHd3L-X69FSMvmg,"What a perfect night! 

Located in Kensington market, the cottage cheese is the perfect addition to Toronto diverse food scene. 

Menu: So many classic and...",Hwz-EhpzkEw15zaJurBrWA,Isabella L.,5.0
El Trompo Taco Bar,Bf2fuqWbHd3L-X69FSMvmg,OMG! That was sooo good. One of the best Indian meals I've ever had. Cottage Cheese is absolutely worth a visit to Kensington. I started with the...,wu8Qh6QzgdoFuXux59p8QA,Jason W.,5.0
Grey Gardens,jOqh0eVjqtUOpZ9AZgSazA,"A spot that's been on my list for a while! Tucked away in kensington market, its unassuming on the outside, but has a nice romantic ambiance on the inside....",sDqJL7FsbaO0NXhHdEJZpA,Andrew L.,5.0
Grey Gardens,jOqh0eVjqtUOpZ9AZgSazA,"Grey Gardens is an intimate restaurant in Kensington Market with an open kitchen concept. Whether you sit at a table or sit at the bar, you'll be able to...",p0C2IRF1oYT1Pq61z9aS1A,Tammy N.,4.0
Grey Gardens,jOqh0eVjqtUOpZ9AZgSazA,"Hidden gem in Kensington Market. Unassuming from the exterior with a pleasant interior with three seating styles: bar seating, tables and kitchen bar...",nLIqIebXqz6enlic0YU5iw,Vanessa I.,5.0
Grey Gardens,jOqh0eVjqtUOpZ9AZgSazA,"We were here Thurs., April 20th (2023) btwn the hours 6:30-8:00 pm. Of all the fine dining restaurants we've been to in Toronto, this is the only place that...",ElnMiiaZw2FIIU5jy5TLSA,Tiffany N.,5.0
Grey Gardens,jOqh0eVjqtUOpZ9AZgSazA,Very good service. Delicious food. Welcoming atmosphere. I recommend this to everyone,4xgmuj2WyZ_w_uQ2r26X4A,soufiane b.,5.0
Grey Gardens,jOqh0eVjqtUOpZ9AZgSazA,Its a good place for ramen in Toronto with a great ambiance. The service was pretty good.,e43cLezK50uTzZJyzRTNHQ,Isha P.,5.0
Grey Gardens,jOqh0eVjqtUOpZ9AZgSazA,"In classic fashion, the space is pretty tight and generally a little difficult to navigate. Still, we were lucky to pop in and grab the last two counter...",3o5piAnO4S-koSjZGRtzag,Albert A.,5.0
Otto's Berlin Döner,Ibp4hEKSE8JaX9OvfEiFqg,Even worst than I remember! I came here about five years ago and despite the high rating but I was not impressed. But today I figured I wanted something new...,3G0J15bNMGEDlR9K_EAFdA,Sharky L.,1.0
Otto's Berlin Döner,Ibp4hEKSE8JaX9OvfEiFqg,"Surprisingly, it's quite hard to find german doner around Toronto but Otto's knocks it out of the park. When put in the same class as other fast casual bowl...",oPzFN6yGnhQL051ws3a17A,Reh L.,4.0
Otto's Berlin Döner,Ibp4hEKSE8JaX9OvfEiFqg,A main establishment in the culinary diverse area that is the Kensington market. Otto's brings a germain flair to the area by offering currywursts and...,oE8xloG-ewjIsbWoVBo82w,Aaron A.,5.0
Otto's Berlin Döner,Ibp4hEKSE8JaX9OvfEiFqg,"After a few trips, I wanted to give my current review because I like to see if the experience was consistent. Lovely food, loving staff, and uplifting...",k0Rj-aI-VqnjUPlxccyLGg,Denis N.,5.0
Otto's Berlin Döner,Ibp4hEKSE8JaX9OvfEiFqg,"The Team is Latino and the food reflects that. Do not expect full-on Mexican as there are a few other influences. 

Chorizo and breakfast just as I used to...",lC6Br6zsyPz1mByykDzG9g,Ramiro C.,4.0
Otto's Berlin Döner,Ibp4hEKSE8JaX9OvfEiFqg,"Lots of patio space, but the tables are small and rather sticky. The servers seem to speak minimal English, so we knew it would be authentic. The menu is...",cm57Y8-LJJ_gkETTaBZCnw,Eileen L.,3.0
Rasa,eKznX8VTfcQrjCqXpeobiw,"Delicious food and great service 

Sat on the patio and had a very enjoyable evening.",Q3uAPzBm6kQQbIXd_DIweg,Dave P.,5.0
Rasa,eKznX8VTfcQrjCqXpeobiw,Absolutely delicious! In Toronto for the weekend and so glad we kept checking for reservations. Scored a spot at the bar and was able to sit in the front...,xl1cjzo1ngjfCfbrOljmQw,Jesse S.,5.0
Rasa,eKznX8VTfcQrjCqXpeobiw,Food is always amazing.  I forgot though that you should only go to Rasa when you can sit outside.  Sitting inside it is dark which is ok but the musty...,bq43FvSmFvwq1jCgQZeGrg,Paula D.,4.0
Rasa,eKznX8VTfcQrjCqXpeobiw,"First time I had full traditional fish-dairy( no meat) home cooked style, Jewish spread like this and they were delish! There were lox, latkes, Blintzes,...",cYthT_V55aqQi-rvLHq2ew,Chloe O.,5.0
